Task,count
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:10:22Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:15:44Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:22:03Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:28:46Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:30:04Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:48:54Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-27T16:55:54Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T08:41:10Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T08:43:20Z. Reason: RulesEngine.,1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9d790aee-f145-4b71-bd20-4b3bd0a26f04.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.3e6c03c9-4e41-48b2-af4c-135632e423d6.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.98e9b8b5-4e10-4fe0-bf40-0123aef2b7b9.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.cd4a00c4-164f-4a9c-993c-6a9099b7a6f9.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_cab_c70e58c5-25c5-46c2-aa39-548fe669cb37

Analysis symbol: 
Rechecking for solution: 0
Report Id: c70e58c5-25c5-46c2-aa39-548fe669cb37
Report Status: 4
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: c70e58c5-25c5-46c2-aa39-548fe669cb37
Report Status: 262148
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket 1718781245237419421, type 5
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9d790aee-f145-4b71-bd20-4b3bd0a26f04.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.3e6c03c9-4e41-48b2-af4c-135632e423d6.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.98e9b8b5-4e10-4fe0-bf40-0123aef2b7b9.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.cd4a00c4-164f-4a9c-993c-6a9099b7a6f9.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_c70e58c5-25c5-46c2-aa39-548fe669cb37

Analysis symbol: 
Rechecking for solution: 0
Report Id: c70e58c5-25c5-46c2-aa39-548fe669cb37
Report Status: 268435456
Hashed bucket: f6dd84e3da7a59de77da566fa0fadd9d
Cab Guid: 0",1
Successfully scheduled Software Protection service for re-start at 2122-10-28T08:53:59Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T09:21:39Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T13:29:38Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T13:31:22Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T14:11:49Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T16:00:22Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-28T17:51:47Z. Reason: RulesEngine.,1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 464e1edc-5c06-4f79-a8c4-bbcebfb68d81
Report Status: 262148
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket 1718781245237419421, type 5
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.8360dd82-4c9b-4464-aeea-cc944872c72d.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.3e72ceb0-2bcb-4e58-b851-c1aef54a41f1.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.3f2c421b-3a3c-4846-a3e0-0cda580cf7d4.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.959714e8-6df6-48f7-b858-e19b9a737ddc.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_464e1edc-5c06-4f79-a8c4-bbcebfb68d81

Analysis symbol: 
Rechecking for solution: 0
Report Id: 464e1edc-5c06-4f79-a8c4-bbcebfb68d81
Report Status: 268435456
Hashed bucket: f6dd84e3da7a59de77da566fa0fadd9d
Cab Guid: 0",1
Successfully scheduled Software Protection service for re-start at 2122-10-30T13:58:55Z. Reason: RulesEngine.,1
"Video.UI (17344,R,98) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (17344,U,98) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database engine has successfully completed recovery steps.",1
"Video.UI (17344,D,0) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:0001:0000 - 00000003:0088:002B - 00000003:0089:0000 - 00000003:0089:0000 (00000000:0000:0000)
cReInits = 40
 
 
Internal Timing Sequence: 
[1] 0.001583 +J(0) +M(C:0K, Fs:301, WS:1176K # 1176K, PF:2964K # 2964K, P:2964K)
[2] 0.000485 +J(0) +M(C:0K, Fs:181, WS:704K # 704K, PF:276K # 276K, P:276K)
[3] 0.000042 +J(0) +M(C:0K, Fs:17, WS:60K # 60K, PF:68K # 68K, P:68K)
[4] 0.000255 +J(0) +M(C:0K, Fs:65, WS:260K # 260K, PF:216K # 216K, P:216K)
[5] 0.003200 +J(0) +M(C:0K, Fs:503, WS:2012K # 2012K, PF:228K # 228K, P:228K)
[6] 0.002529 +J(0) +M(C:0K, Fs:73, WS:292K # 292K, PF:84K # 84K, P:84K)
[7] 0.010736 -0.000010 (5) WT +J(0) +M(C:0K, Fs:1482, WS:5680K # 5680K, PF:4196K # 4196K, P:4196K)
[8] 0.069443 -0.005389 (24) CM -0.029541 (55) WT +J(CM:24, PgRf:27, Rd:0/24, Dy:23/31, Lg:551616/395) +M(C:0K, Fs:4621, WS:5744K # 5744K, PF:1644K # 1644K, P:1644K)
[9] 0.001893 +J(0) +M(C:0K, Fs:15, WS:56K # 56K, PF:16K # 16K, P:16K)
[10] 0.002109 -0.000004 (4) WT +J(0) +M(C:0K, Fs:25, WS:-1956K # 44K, PF:-1992K # 16K, P:-1992K)
[11] 0.000037 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:4, WS:16K # 0K, PF:0K # 0K, P:0K)
[12] 0.029423 -0.029102 (6) WT +J(CM:18, PgRf:0, Rd:0/18, Dy:0/0, Lg:0/0) +M(C:0K, Fs:452, WS:1684K # 0K, PF:156K # 0K, P:156K)
[13] 0.025995 -0.000011 (2) CM -0.015990 (25) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:1281, WS:2640K # 4372K, PF:104K # 304K, P:104K)
[14] 0.000025 +J(0)
[15] 0.000011 +J(0)
[16] 0.000310 -0.000001 (1) WT +J(0) +M(C:0K, Fs:5, WS:12K # 0K, PF:4K # 0K, P:4K).",1
"Video.UI (17344,D,50) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (17344,D,50) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:008B:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000006 +J(0)
[2] 0.001798 -0.000002 (1) WT +J(0) +M(C:0K, Fs:25, WS:36K # 0K, PF:8K # 0K, P:8K)
[3] 0.003980 -0.001703 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:7, WS:20K # 0K, PF:20K # 0K, P:20K)
[4] 0.000207 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.016966 -0.000268 (3) CM -0.014688 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:24, WS:96K # 0K, PF:336K # 0K, P:336K)
[10] 0.001887 -0.001405 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:19, WS:76K # 0K, PF:16K # 0K, P:16K)
[11] 0.000325 -0.000014 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:7, WS:24K # 0K, PF:76K # 0K, P:76K)
[12] 0.000041 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.000143 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:16K # 0K, PF:0K # 0K, P:0K)
[14] 0.000003 +J(0)
[15] 0.000003 +J(0)
[16] 0.000016 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (17344,D,2) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-10-31T07:35:55Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T09:09:39Z. Reason: RulesEngine.,1
"Video.UI (2176,P,98) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"Video.UI (2176,R,98) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database engine is initiating recovery steps.",1
"Video.UI (2176,R,98) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (2176,R,98) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database engine has finished replaying logfile C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\edb.log. 
 
Processing Stats: 
[1] 0.007663 -0.000231 (4) CM -0.001920 (10) WT +J(CM:4, PgRf:5, Rd:0/4, Dy:4/6, Lg:20280/27) +M(C:0K, Fs:801, WS:2740K # 2740K, PF:956K # 964K, P:956K). 
Log record of type 'ReplaceD ' was seen most frequently (3 times)",1
"Video.UI (2176,U,98) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database engine has successfully completed recovery steps.",1
"Video.UI (2176,D,0) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:008A:0000 - 00000003:008E:002B - 00000003:008F:0000 - 00000003:008F:0000 (00000000:0000:0000)
cReInits = 1
 
 
Internal Timing Sequence: 
[1] 0.003512 +J(0) +M(C:0K, Fs:319, WS:1256K # 1256K, PF:3292K # 3292K, P:3292K)
[2] 0.001709 +J(0) +M(C:0K, Fs:135, WS:524K # 524K, PF:240K # 240K, P:240K)
[3] 0.000082 +J(0) +M(C:0K, Fs:12, WS:52K # 52K, PF:64K # 64K, P:64K)
[4] 0.000783 +J(0) +M(C:0K, Fs:97, WS:372K # 372K, PF:192K # 192K, P:192K)
[5] 0.005643 +J(0) +M(C:0K, Fs:632, WS:2508K # 2508K, PF:288K # 288K, P:288K)
[6] 0.003800 +J(0) +M(C:0K, Fs:428, WS:1712K # 1712K, PF:108K # 108K, P:108K)
[7] 0.011278 -0.000010 (5) WT +J(0) +M(C:0K, Fs:1717, WS:6444K # 6444K, PF:4196K # 4196K, P:4196K)
[8] 0.010164 -0.000231 (4) CM -0.001924 (13) WT +J(CM:4, PgRf:5, Rd:0/4, Dy:4/6, Lg:20280/27) +M(C:0K, Fs:1075, WS:3828K # 3828K, PF:1424K # 1432K, P:1424K)
[9] 0.000553 +J(0) +M(C:0K, Fs:7, WS:-24K # 24K, PF:-60K # 0K, P:-60K)
[10] 0.001100 -0.000004 (4) WT +J(0) +M(C:0K, Fs:1, WS:-2044K # 0K, PF:-2044K # 0K, P:-2044K)
[11] 0.000027 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:6, WS:24K # 0K, PF:0K # 0K, P:0K)
[12] 0.034551 -0.000004 (3) CM -0.034211 (3) WT +J(CM:3, PgRf:0, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:188, WS:716K # 0K, PF:48K # 0K, P:48K)
[13] 0.032547 -0.000025 (2) CM -0.016782 (25) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:750, WS:516K # 1184K, PF:-160K # 0K, P:-160K)
[14] 0.000022 +J(0)
[15] 0.000014 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[16] 0.000303 -0.000002 (1) WT +J(0) +M(C:0K, Fs:7, WS:20K # 0K, PF:16K # 0K, P:16K).",1
"Video.UI (2176,D,50) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (2176,D,50) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:0091:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000004 +J(0)
[2] 0.000910 -0.000002 (1) WT +J(0) +M(C:0K, Fs:18, WS:8K # 0K, PF:8K # 0K, P:8K)
[3] 0.003471 -0.001573 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:46, WS:176K # 0K, PF:20K # 0K, P:20K)
[4] 0.000236 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.011115 -0.000317 (3) CM -0.009845 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:454, WS:1788K # 16K, PF:532K # 0K, P:532K)
[10] 0.000896 -0.000732 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:19, WS:76K # 76K, PF:0K # 0K, P:0K)
[11] 0.000097 -0.000003 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:12K # 12K, PF:64K # 0K, P:64K)
[12] 0.000012 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[13] 0.000042 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:16K # 16K, PF:0K # 0K, P:0K)
[14] 0.000001 +J(0)
[15] 0.0 +J(0)
[16] 0.000004 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (2176,D,2) {9769E3EB-AAE7-4306-AFA9-760B7DDBD9D9}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-10-31T10:09:59Z. Reason: RulesEngine.,1
"SearchIndexer (8444,P,98) Windows: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"SearchIndexer (8444,R,98) Windows: The database engine is initiating recovery steps.",1
"SearchIndexer (8444,R,98) Windows: The database engine has finished replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\edb0B6B1.jtx. 
 
Processing Stats: 
[1] 0.032193 -0.001045 (38) CM -0.021558 (4) WT +J(CM:38, PgRf:168, Rd:39/38, Dy:0/0, Lg:1012618/369) +M(C:0K, Fs:448, WS:1756K # 1756K, PF:1820K # 1816K, P:1820K). 
Log record of type 'Split2   ' was seen most frequently (66 times)",1
"SearchIndexer (8444,R,98) Windows: The database engine has finished replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\edb0B6B2.jtx. 
 
Processing Stats: 
[1] 0.021635 -0.000459 (37) CM -0.018245 (5) WT +J(CM:37, PgRf:177, Rd:0/37, Dy:3/19, Lg:1028582/384) +M(C:0K, Fs:331, WS:1292K # 1272K, PF:96K # 96K, P:96K). 
Log record of type 'Split2   ' was seen most frequently (68 times)",1
"Video.UI (17344,R,98) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database engine has finished replaying logfile C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\edb.log. 
 
Processing Stats: 
[1] 0.065360 -0.005389 (24) CM -0.029536 (51) WT +J(CM:24, PgRf:27, Rd:0/24, Dy:23/31, Lg:551616/395) +M(C:0K, Fs:4333, WS:4672K # 4624K, PF:960K # 888K, P:960K). 
Log record of type 'AttachDB ' was seen most frequently (40 times)",1
"Video.UI (17344,R,98) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database engine is initiating recovery steps.",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ae34f2d7-3aa1-43a7-a32a-72a3d4af75eb.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.65681f49-3a3b-4b99-b269-845075a2d90f.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c5e2eca6-c6bb-4731-bf79-904b369bfa0f.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e0933311-49b5-46e3-ae1d-b1c95cee7930.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_cab_4295aee7-9b48-45fb-802a-7e2624a17baf

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4295aee7-9b48-45fb-802a-7e2624a17baf
Report Status: 4
Hashed bucket: 
Cab Guid: 0",1
"Video.UI (17344,P,98) {866552DF-269F-407A-B8A5-87DCC3C96CA6}: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 4295aee7-9b48-45fb-802a-7e2624a17baf
Report Status: 262148
Hashed bucket: 
Cab Guid: 0",1
Successfully scheduled Software Protection service for re-start at 2122-10-30T14:00:39Z. Reason: RulesEngine.,1
